date,t_steps,dt,drift_rate,omega0,delta0,gamma,switch_p,perm_entropy,recurrence_rate,echo_mean
2025-11-10,3000,0.01,0.0002,1.0,0.2,0.05,0.01,0.2323257332933305,0.5,0.00015774510790230522
