flux,lz_rate,RR_iqr0.1,RR_iqr0.3,RR_iqr0.5,echo_t_half
0.0,0.1108148148148148,0.16901470860657256,0.3633508206439184,0.5147596606276167,
0.0002,0.11466666666666664,0.16054284761587195,0.3562632729428328,0.5083913156237264,
0.0008,0.11437037037037034,0.16624993516357303,0.3610732466377682,0.5114642658663999,
