flux,seed,start,lz,RR_iqr0.1,RR_iqr0.3,RR_iqr0.5
0.0,37,3000,0.39999999999999897,0.23324561403508773,0.46115288220551376,0.5455137844611528
0.0,37,3200,0.3599999999999991,0.14467418546365915,0.3175062656641604,0.4636842105263158
0.0,37,3400,0.379999999999999,0.16053884711779448,0.35329573934837094,0.4943358395989975
0.0,37,3600,0.3599999999999991,0.27214285714285713,0.4490977443609023,0.5283333333333333
0.0,37,3800,0.3599999999999991,0.1279949874686717,0.30354636591478695,0.43332080200501255
0.0,37,4000,0.3599999999999991,0.15540100250626565,0.35135338345864664,0.49105263157894735
0.0,37,4200,0.3199999999999992,0.29093984962406017,0.4295864661654135,0.5097744360902255
0.0,37,4400,0.39999999999999897,0.11541353383458647,0.2894987468671679,0.4261528822055138
0.0,37,4600,0.3599999999999991,0.1656766917293233,0.36355889724310775,0.5007894736842106
0.0,37,4800,0.3199999999999992,0.2800375939849624,0.4317293233082707,0.5158771929824562
0.0,37,5000,0.41999999999999893,0.12154135338345864,0.31090225563909774,0.45399749373433584
0.0,37,5200,0.33999999999999914,0.17605263157894738,0.3698370927318296,0.5001629072681705
0.0,37,5400,0.3599999999999991,0.23849624060150376,0.4425563909774436,0.5378822055137844
0.0,37,5600,0.41999999999999893,0.1187218045112782,0.2945112781954887,0.43082706766917295
0.0,37,5800,0.33999999999999914,0.16224310776942355,0.35343358395989977,0.502531328320802
0.0,37,6000,0.39999999999999897,0.19327067669172932,0.38969924812030077,0.523859649122807
0.0,37,6200,0.39999999999999897,0.10989974937343358,0.2779699248120301,0.4055889724310777
0.0,37,6400,0.33999999999999914,0.1418546365914787,0.3376065162907268,0.4934210526315789
0.0,37,6600,0.379999999999999,0.14703007518796993,0.31795739348370927,0.43892230576441105
0.0,37,6800,0.41999999999999893,0.15938596491228071,0.3630200501253133,0.5037719298245614
0.0,37,7000,0.33999999999999914,0.13299498746867167,0.32167919799498745,0.47794486215538845
0.0,37,7200,0.379999999999999,0.1444736842105263,0.3275689223057644,0.4637719298245614
0.0,37,7400,0.39999999999999897,0.2281704260651629,0.4562280701754386,0.5445614035087719
0.0,37,7600,0.3599999999999991,0.13854636591478697,0.31354636591478696,0.45897243107769425
0.0,37,7800,0.3599999999999991,0.15600250626566417,0.35274436090225564,0.49106516290726815
0.0,37,8000,0.3199999999999992,0.27344611528822055,0.44961152882205513,0.5305388471177945
0.0,37,8200,0.33999999999999914,0.13278195488721806,0.3109398496240601,0.4370927318295739
0.0,37,8400,0.379999999999999,0.15226817042606516,0.3504887218045113,0.489812030075188
0.0,37,8600,0.3199999999999992,0.2900501253132832,0.4301127819548872,0.511453634085213
0.0002,7,0,0.379999999999999,0.11903508771929824,0.2944987468671679,0.43216791979949876
0.0002,7,200,0.39999999999999897,0.15474937343358397,0.34983709273182956,0.4951754385964912
0.0002,7,400,0.39999999999999897,0.25007518796992484,0.4627318295739348,0.5381829573934838
0.0002,7,600,0.33999999999999914,0.1600877192982456,0.346265664160401,0.5004135338345864
0.0002,7,800,0.41999999999999893,0.14401002506265664,0.31953634085213034,0.455
0.0002,7,1000,0.39999999999999897,0.1706140350877193,0.3800751879699248,0.5228320802005012
0.0002,7,1200,0.379999999999999,0.16201754385964912,0.3522305764411028,0.5088220551378446
0.0002,7,1400,0.379999999999999,0.17411027568922305,0.3505889724310777,0.483609022556391
0.0002,7,1600,0.39999999999999897,0.12263157894736842,0.29286967418546367,0.42679197994987467
0.0002,7,1800,0.33999999999999914,0.171203007518797,0.35543859649122805,0.49121553884711777
0.0002,7,2000,0.379999999999999,0.2400125313283208,0.42254385964912283,0.5348496240601504
0.0002,7,2200,0.39999999999999897,0.12349624060150376,0.30156641604010026,0.44652882205513783
0.0002,7,2400,0.379999999999999,0.15017543859649124,0.34210526315789475,0.4875814536340852
0.0002,7,2600,0.3199999999999992,0.2668922305764411,0.4355639097744361,0.5065037593984962
0.0002,7,2800,0.379999999999999,0.11855889724310777,0.29332080200501254,0.43235588972431077
0.0002,7,3000,0.3599999999999991,0.15388471177944862,0.3480075187969925,0.49432330827067666
0.0002,7,3200,0.379999999999999,0.25162907268170426,0.45496240601503757,0.5324937343358396
0.0002,7,3400,0.2799999999999993,0.15403508771929825,0.3387092731829574,0.48665413533834584
0.0002,7,3600,0.39999999999999897,0.1419548872180451,0.32050125313283206,0.4606766917293233
0.0002,7,3800,0.4399999999999989,0.18860902255639098,0.3985338345864662,0.5480576441102757
0.0002,7,4000,0.33999999999999914,0.1630200501253133,0.355125313283208,0.5138220551378446
0.0002,7,4200,0.39999999999999897,0.1681453634085213,0.3431077694235589,0.47294486215538845
0.0002,7,4400,0.39999999999999897,0.1249874686716792,0.29462406015037595,0.4312781954887218
0.0002,7,4600,0.33999999999999914,0.17161654135338344,0.3569423558897243,0.49404761904761907
0.0002,7,4800,0.379999999999999,0.23214285714285715,0.41849624060150376,0.5374436090225564
0.0002,7,5000,0.39999999999999897,0.1218671679197995,0.3007268170426065,0.4485338345864662
0.0002,7,5200,0.3599999999999991,0.15711779448621555,0.34827067669172934,0.4928571428571429
0.0002,7,5400,0.2799999999999993,0.2656516290726817,0.4367167919799499,0.5085213032581454
0.0002,7,5600,0.41999999999999893,0.11913533834586466,0.29352130325814535,0.4317794486215539
0.0002,7,5800,0.3599999999999991,0.15545112781954887,0.35172932330827067,0.49778195488721805
0.0002,7,6000,0.379999999999999,0.25973684210526315,0.4544862155388471,0.5275187969924812
0.0002,7,6200,0.3599999999999991,0.1499874686716792,0.33397243107769425,0.47593984962406016
0.0002,7,6400,0.39999999999999897,0.14286967418546365,0.3238721804511278,0.4698872180451128
0.0002,7,6600,0.379999999999999,0.19210526315789472,0.4094862155388471,0.5482456140350878
0.0002,7,6800,0.33999999999999914,0.16017543859649122,0.35462406015037595,0.5116040100250626
0.0002,7,7000,0.39999999999999897,0.1537719298245614,0.3194862155388471,0.44491228070175437
0.0002,7,7200,0.39999999999999897,0.12285714285714286,0.29464912280701755,0.4286466165413534
0.0002,7,7400,0.33999999999999914,0.17334586466165414,0.3537719298245614,0.49796992481203006
0.0002,7,7600,0.379999999999999,0.22586466165413535,0.4081453634085213,0.5374561403508772
0.0002,7,7800,0.39999999999999897,0.11515037593984963,0.293984962406015,0.437719298245614
0.0002,7,8000,0.379999999999999,0.15677944862155388,0.34966165413533834,0.49666666666666665
0.0002,7,8200,0.2799999999999993,0.26414786967418546,0.435,0.5106892230576441
0.0002,7,8400,0.41999999999999893,0.11532581453634085,0.28582706766917293,0.4215037593984962
0.0002,7,8600,0.3599999999999991,0.15550125313283208,0.3580576441102757,0.49948621553884714
0.0002,21,0,0.379999999999999,0.12206766917293232,0.29581453634085214,0.4361152882205514
0.0002,21,200,0.3599999999999991,0.1548997493734336,0.35218045112781954,0.4930200501253133
0.0002,21,400,0.3599999999999991,0.25201754385964914,0.45652882205513784,0.5392606516290727
0.0002,21,600,0.3599999999999991,0.15790726817042605,0.336265664160401,0.4857268170426065
0.0002,21,800,0.39999999999999897,0.14444862155388472,0.3146240601503759,0.451328320802005
0.0002,21,1000,0.39999999999999897,0.18085213032581454,0.38203007518796994,0.5321177944862155
0.0002,21,1200,0.3199999999999992,0.16759398496240602,0.3611904761904762,0.513922305764411
0.0002,21,1400,0.39999999999999897,0.1793859649122807,0.3532080200501253,0.48092731829573937
0.0002,21,1600,0.41999999999999893,0.1193609022556391,0.2882080200501253,0.4271052631578947
0.0002,21,1800,0.33999999999999914,0.1730576441102757,0.3620802005012531,0.49775689223057645
0.0002,21,2000,0.3599999999999991,0.2382330827067669,0.418984962406015,0.5349749373433584
0.0002,21,2200,0.39999999999999897,0.12090225563909775,0.2980200501253133,0.4405764411027569
0.0002,21,2400,0.379999999999999,0.1543107769423559,0.3456390977443609,0.4874812030075188
0.0002,21,2600,0.2799999999999993,0.26857142857142857,0.43666666666666665,0.5080451127819549
0.0002,21,2800,0.3599999999999991,0.11244360902255639,0.2844862155388471,0.4207393483709273
0.0002,21,3000,0.3599999999999991,0.15670426065162907,0.3543859649122807,0.49661654135338346
0.0002,21,3200,0.39999999999999897,0.2569423558897243,0.4560526315789474,0.53234335839599
0.0002,21,3400,0.379999999999999,0.15343358395989976,0.3348872180451128,0.48026315789473684
0.0002,21,3600,0.39999999999999897,0.1482330827067669,0.327468671679198,0.4669924812030075
0.0002,21,3800,0.39999999999999897,0.18721804511278195,0.39591478696741855,0.5441604010025063
0.0002,21,4000,0.33999999999999914,0.16016290726817042,0.3526315789473684,0.5095864661654136
0.0002,21,4200,0.39999999999999897,0.16711779448621553,0.33807017543859647,0.4674436090225564
0.0002,21,4400,0.39999999999999897,0.11840852130325814,0.28790726817042606,0.4214411027568922
0.0002,21,4600,0.33999999999999914,0.17209273182957394,0.3562280701754386,0.4945488721804511
0.0002,21,4800,0.379999999999999,0.230062656641604,0.4168045112781955,0.5394486215538847
0.0002,21,5000,0.41999999999999893,0.11535087719298245,0.28958646616541356,0.43238095238095237
0.0002,21,5200,0.379999999999999,0.15716791979949873,0.34775689223057643,0.492468671679198
0.0002,21,5400,0.3199999999999992,0.2679197994987469,0.4344360902255639,0.5076817042606516
0.0002,21,5600,0.39999999999999897,0.118734335839599,0.2960902255639098,0.4330200501253133
0.0002,21,5800,0.3599999999999991,0.15276942355889725,0.3522556390977444,0.4930701754385965
0.0002,21,6000,0.39999999999999897,0.25548872180451127,0.4499749373433584,0.5260275689223057
0.0002,21,6200,0.33999999999999914,0.1462155388471178,0.3320175438596491,0.47538847117794486
0.0002,21,6400,0.379999999999999,0.1469172932330827,0.32654135338345863,0.47464912280701754
0.0002,21,6600,0.39999999999999897,0.20104010025062657,0.4157017543859649,0.5531077694235589
0.0002,21,6800,0.33999999999999914,0.16335839598997492,0.35619047619047617,0.5132456140350877
0.0002,21,7000,0.379999999999999,0.14972431077694234,0.31913533834586466,0.44031328320802005
0.0002,21,7200,0.41999999999999893,0.11691729323308271,0.28695488721804513,0.41636591478696744
0.0002,21,7400,0.33999999999999914,0.17181704260651628,0.3541979949874687,0.49358395989974935
0.0002,21,7600,0.39999999999999897,0.2250250626566416,0.4092857142857143,0.5377694235588972
0.0002,21,7800,0.4399999999999989,0.12156641604010025,0.29543859649122806,0.43954887218045113
0.0002,21,8000,0.3199999999999992,0.15598997493734335,0.3493734335839599,0.49393483709273184
0.0002,21,8200,0.3199999999999992,0.2629448621553885,0.4380451127819549,0.5097744360902255
0.0002,21,8400,0.41999999999999893,0.11969924812030075,0.29545112781954885,0.43526315789473685
0.0002,21,8600,0.3599999999999991,0.15015037593984962,0.34898496240601506,0.49348370927318297
0.0002,37,0,0.379999999999999,0.1156390977443609,0.2912907268170426,0.43031328320802004
0.0002,37,200,0.39999999999999897,0.15418546365914787,0.35221804511278193,0.49715538847117796
0.0002,37,400,0.3599999999999991,0.24703007518796993,0.4581453634085213,0.5361654135338346
0.0002,37,600,0.3599999999999991,0.15466165413533833,0.3354260651629073,0.486453634085213
0.0002,37,800,0.379999999999999,0.14635338345864662,0.3271428571428571,0.4649498746867168
0.0002,37,1000,0.379999999999999,0.17344611528822054,0.38162907268170426,0.5279323308270677
0.0002,37,1200,0.3599999999999991,0.1581077694235589,0.3507017543859649,0.5044611528822055
0.0002,37,1400,0.379999999999999,0.17269423558897243,0.35274436090225564,0.486077694235589
0.0002,37,1600,0.39999999999999897,0.12403508771929825,0.29541353383458646,0.43223057644110274
0.0002,37,1800,0.33999999999999914,0.168671679197995,0.3539348370927318,0.48929824561403507
0.0002,37,2000,0.3599999999999991,0.23830827067669172,0.41719298245614034,0.5342731829573935
0.0002,37,2200,0.39999999999999897,0.12013784461152882,0.29911027568922305,0.44358395989974936
0.0002,37,2400,0.39999999999999897,0.15141604010025062,0.3431203007518797,0.4900877192982456
0.0002,37,2600,0.2799999999999993,0.26880952380952383,0.43726817042606514,0.5071303258145363
0.0002,37,2800,0.39999999999999897,0.12151629072681704,0.29017543859649125,0.43279448621553884
0.0002,37,3000,0.3599999999999991,0.15344611528822055,0.35157894736842105,0.495
0.0002,37,3200,0.3599999999999991,0.2488095238095238,0.4548496240601504,0.532719298245614
0.0002,37,3400,0.33999999999999914,0.1512406015037594,0.3299749373433584,0.4775689223057644
0.0002,37,3600,0.41999999999999893,0.14388471177944862,0.3187468671679198,0.45974937343358396
0.0002,37,3800,0.39999999999999897,0.19139097744360903,0.40484962406015035,0.5460526315789473
0.0002,37,4000,0.33999999999999914,0.16506265664160402,0.35833333333333334,0.5124185463659148
0.0002,37,4200,0.39999999999999897,0.16532581453634085,0.33705513784461155,0.4662531328320802
0.0002,37,4400,0.41999999999999893,0.11898496240601504,0.28517543859649125,0.4193358395989975
0.0002,37,4600,0.33999999999999914,0.17271929824561402,0.3550501253132832,0.4936967418546366
0.0002,37,4800,0.379999999999999,0.23171679197994988,0.41538847117794486,0.5358145363408521
0.0002,37,5000,0.41999999999999893,0.11494987468671679,0.2925563909774436,0.4342105263157895
0.0002,37,5200,0.3599999999999991,0.15408521303258146,0.3533834586466165,0.49601503759398496
0.0002,37,5400,0.2799999999999993,0.2623558897243108,0.4362531328320802,0.508922305764411
0.0002,37,5600,0.39999999999999897,0.11987468671679198,0.2922556390977444,0.43221804511278195
0.0002,37,5800,0.3599999999999991,0.15583959899749372,0.3572932330827068,0.49895989974937344
0.0002,37,6000,0.379999999999999,0.25845864661654133,0.4543233082706767,0.5272932330827068
0.0002,37,6200,0.33999999999999914,0.14788220551378445,0.3342982456140351,0.47615288220551377
0.0002,37,6400,0.379999999999999,0.14533834586466166,0.32761904761904764,0.4732330827067669
0.0002,37,6600,0.379999999999999,0.19708020050125313,0.4132205513784461,0.5543859649122806
0.0002,37,6800,0.3599999999999991,0.16092731829573934,0.3555764411027569,0.5122055137844611
0.0002,37,7000,0.379999999999999,0.15526315789473685,0.3230827067669173,0.44776942355889726
0.0002,37,7200,0.41999999999999893,0.12011278195488721,0.28927318295739346,0.4203258145363408
0.0002,37,7400,0.33999999999999914,0.1731453634085213,0.3553383458646617,0.49951127819548874
0.0002,37,7600,0.39999999999999897,0.22477443609022557,0.4098621553884712,0.5406641604010025
0.0002,37,7800,0.39999999999999897,0.1205639097744361,0.2938471177944862,0.43895989974937344
0.0002,37,8000,0.379999999999999,0.1531578947368421,0.3442857142857143,0.4893483709273183
0.0002,37,8200,0.2799999999999993,0.26031328320802005,0.43511278195488723,0.5094611528822055
0.0002,37,8400,0.39999999999999897,0.12204260651629073,0.29596491228070176,0.4399624060150376
0.0002,37,8600,0.3599999999999991,0.15899749373433583,0.35531328320802,0.5019172932330828
0.0008,7,0,0.3199999999999992,0.17694235588972432,0.3793859649122807,0.5204135338345864
0.0008,7,200,0.3599999999999991,0.17538847117794487,0.36858395989974935,0.5069298245614036
0.0008,7,400,0.41999999999999893,0.15853383458646617,0.34830827067669173,0.5026942355889724
0.0008,7,600,0.379999999999999,0.17414786967418547,0.3572681704260652,0.516516290726817
0.0008,7,800,0.379999999999999,0.15098997493734337,0.35274436090225564,0.5095864661654136
0.0008,7,1000,0.39999999999999897,0.16348370927318295,0.3466917293233083,0.5066040100250626
0.0008,7,1200,0.379999999999999,0.15288220551378445,0.3482330827067669,0.5056390977443609
0.0008,7,1400,0.41999999999999893,0.15233082706766918,0.34596491228070175,0.49988721804511277
0.0008,7,1600,0.379999999999999,0.1468170426065163,0.34030075187969927,0.4932832080200501
0.0008,7,1800,0.379999999999999,0.1523809523809524,0.3498997493734336,0.5028571428571429
0.0008,7,2000,0.379999999999999,0.1532581453634085,0.3366165413533835,0.49333333333333335
0.0008,7,2200,0.379999999999999,0.1536340852130326,0.348922305764411,0.5023684210526316
0.0008,7,2400,0.379999999999999,0.1781328320802005,0.37081453634085215,0.5198872180451127
0.0008,7,2600,0.3199999999999992,0.14987468671679197,0.34793233082706765,0.49992481203007516
0.0008,7,2800,0.3599999999999991,0.18040100250626567,0.38570175438596493,0.5187468671679198
0.0008,7,3000,0.3599999999999991,0.1737844611528822,0.3592230576441103,0.5117794486215539
0.0008,7,3200,0.3199999999999992,0.17626566416040101,0.374937343358396,0.5122431077694236
0.0008,7,3400,0.2799999999999993,0.17349624060150376,0.3765413533834586,0.5127568922305764
0.0008,7,3600,0.3599999999999991,0.1773934837092732,0.37181704260651627,0.5069298245614036
0.0008,7,3800,0.39999999999999897,0.16580200501253134,0.3542982456140351,0.5088345864661654
0.0008,7,4000,0.379999999999999,0.1725563909774436,0.35426065162907266,0.510062656641604
0.0008,7,4200,0.379999999999999,0.14860902255639097,0.34598997493734335,0.5016666666666667
0.0008,7,4400,0.379999999999999,0.16703007518796992,0.35284461152882207,0.5145614035087719
0.0008,7,4600,0.39999999999999897,0.15175438596491228,0.3481578947368421,0.5069047619047619
0.0008,7,4800,0.379999999999999,0.15147869674185463,0.3367669172932331,0.4901629072681704
0.0008,7,5000,0.39999999999999897,0.14794486215538846,0.3455137844611529,0.5041353383458647
0.0008,7,5200,0.3599999999999991,0.1480827067669173,0.34588972431077697,0.4961654135338346
0.0008,7,5400,0.379999999999999,0.15087719298245614,0.3408521303258145,0.49773182957393486
0.0008,7,5600,0.3599999999999991,0.15281954887218044,0.34635338345864664,0.4999749373433584
0.0008,7,5800,0.379999999999999,0.17734335839598997,0.3687593984962406,0.5202255639097745
0.0008,7,6000,0.39999999999999897,0.1486466165413534,0.34403508771929825,0.49607769423558895
0.0008,7,6200,0.379999999999999,0.17842105263157895,0.3805513784461153,0.516140350877193
0.0008,7,6400,0.3599999999999991,0.16890977443609023,0.35401002506265666,0.5120175438596491
0.0008,7,6600,0.3199999999999992,0.17741854636591478,0.3768922305764411,0.5169924812030076
0.0008,7,6800,0.33999999999999914,0.17530075187969923,0.37664160401002506,0.5125187969924812
0.0008,7,7000,0.33999999999999914,0.17403508771929824,0.3694360902255639,0.5052255639097745
0.0008,7,7200,0.39999999999999897,0.17116541353383458,0.3632330827067669,0.5222180451127819
0.0008,7,7400,0.41999999999999893,0.1699874686716792,0.35908521303258145,0.5102506265664161
0.0008,7,7600,0.39999999999999897,0.14335839598997493,0.33973684210526317,0.4922932330827068
0.0008,7,7800,0.39999999999999897,0.1723684210526316,0.3550125313283208,0.5168796992481203
0.0008,7,8000,0.41999999999999893,0.14993734335839598,0.34387218045112783,0.49566416040100253
0.0008,7,8200,0.379999999999999,0.1543734335839599,0.3444736842105263,0.49796992481203006
0.0008,7,8400,0.379999999999999,0.15343358395989976,0.351140350877193,0.5087468671679198
0.0008,7,8600,0.3599999999999991,0.15097744360902254,0.3486340852130326,0.49897243107769423
