flux,seed,start,lz,RR_iqr0.1,RR_iqr0.3,RR_iqr0.5
0.0008,21,0,0.3199999999999992,0.1763157894736842,0.3781328320802005,0.5166666666666667
0.0008,21,200,0.3599999999999991,0.17090225563909775,0.36580200501253135,0.5053634085213032
0.0008,21,400,0.3599999999999991,0.1556015037593985,0.3399248120300752,0.49740601503759396
0.0008,21,600,0.39999999999999897,0.17300751879699247,0.3549498746867168,0.5152756892230577
0.0008,21,800,0.41999999999999893,0.1473934837092732,0.34538847117794486,0.5010150375939849
0.0008,21,1000,0.39999999999999897,0.16467418546365914,0.34675438596491226,0.5048120300751879
0.0008,21,1200,0.39999999999999897,0.14967418546365915,0.34692982456140353,0.4966917293233083
0.0008,21,1400,0.39999999999999897,0.15234335839598998,0.3466791979949875,0.4988095238095238
0.0008,21,1600,0.379999999999999,0.1456390977443609,0.3379699248120301,0.4957894736842105
0.0008,21,1800,0.379999999999999,0.15003759398496241,0.3447117794486216,0.4976441102756892
0.0008,21,2000,0.39999999999999897,0.15161654135338345,0.3355137844611529,0.49160401002506265
0.0008,21,2200,0.379999999999999,0.15505012531328322,0.3516416040100251,0.505438596491228
0.0008,21,2400,0.379999999999999,0.1824561403508772,0.3754010025062657,0.5258395989974938
0.0008,21,2600,0.379999999999999,0.1518421052631579,0.3468922305764411,0.5001629072681705
0.0008,21,2800,0.39999999999999897,0.18027568922305764,0.37949874686716795,0.521328320802005
0.0008,21,3000,0.3599999999999991,0.17015037593984964,0.35444862155388474,0.5162406015037594
0.0008,21,3200,0.3199999999999992,0.17809523809523808,0.37582706766917295,0.5148997493734336
0.0008,21,3400,0.3599999999999991,0.1764035087719298,0.37890977443609025,0.5168922305764411
0.0008,21,3600,0.3599999999999991,0.1705889724310777,0.36734335839598997,0.5059899749373433
0.0008,21,3800,0.3599999999999991,0.16264411027568923,0.3526190476190476,0.508984962406015
0.0008,21,4000,0.4399999999999989,0.17462406015037593,0.35776942355889724,0.5146616541353384
0.0008,21,4200,0.379999999999999,0.14551378446115287,0.34307017543859647,0.4976190476190476
0.0008,21,4400,0.39999999999999897,0.16572681704260653,0.3487092731829574,0.5083333333333333
0.0008,21,4600,0.41999999999999893,0.15107769423558898,0.34830827067669173,0.5047619047619047
0.0008,21,4800,0.379999999999999,0.14963659147869673,0.34399749373433586,0.49854636591478696
0.0008,21,5000,0.379999999999999,0.14973684210526317,0.34887218045112783,0.5082706766917293
0.0008,21,5200,0.379999999999999,0.14953634085213033,0.34443609022556393,0.49714285714285716
0.0008,21,5400,0.379999999999999,0.14858395989974937,0.3381954887218045,0.49641604010025064
0.0008,21,5600,0.3599999999999991,0.15512531328320803,0.3504761904761905,0.5044235588972431
0.0008,21,5800,0.39999999999999897,0.1786340852130326,0.36976190476190474,0.5273182957393484
0.0008,21,6000,0.379999999999999,0.15274436090225563,0.34843358395989976,0.5029573934837093
0.0008,21,6200,0.379999999999999,0.18037593984962405,0.3839097744360902,0.5188972431077694
0.0008,21,6400,0.379999999999999,0.164937343358396,0.35332080200501254,0.5095488721804511
0.0008,21,6600,0.3199999999999992,0.1781578947368421,0.379047619047619,0.5175563909774437
0.0008,21,6800,0.33999999999999914,0.17776942355889724,0.37661654135338346,0.5127944862155388
0.0008,21,7000,0.33999999999999914,0.17547619047619048,0.3690100250626566,0.5038095238095238
0.0008,21,7200,0.379999999999999,0.17169172932330828,0.36335839598997494,0.5197117794486216
0.0008,21,7400,0.41999999999999893,0.17412280701754385,0.3599874686716792,0.5138721804511278
0.0008,21,7600,0.39999999999999897,0.1474812030075188,0.34286967418546366,0.49796992481203006
0.0008,21,7800,0.379999999999999,0.1705513784461153,0.3535588972431078,0.5164285714285715
0.0008,21,8000,0.39999999999999897,0.15070175438596492,0.3491604010025063,0.5074937343358396
0.0008,21,8200,0.379999999999999,0.15339598997493734,0.3412531328320802,0.4949248120300752
0.0008,21,8400,0.379999999999999,0.14791979949874687,0.3460401002506266,0.4998621553884712
0.0008,21,8600,0.41999999999999893,0.14959899749373434,0.3495488721804511,0.49966165413533836
0.0008,37,0,0.2999999999999992,0.1775438596491228,0.3792355889724311,0.5187719298245614
0.0008,37,200,0.379999999999999,0.17355889724310777,0.3689974937343358,0.5083959899749373
0.0008,37,400,0.39999999999999897,0.1581578947368421,0.3449749373433584,0.5038847117794486
0.0008,37,600,0.379999999999999,0.17327067669172933,0.3537218045112782,0.5160025062656641
0.0008,37,800,0.39999999999999897,0.14835839598997494,0.3437468671679198,0.5003508771929824
0.0008,37,1000,0.379999999999999,0.16575187969924812,0.3507017543859649,0.5151879699248121
0.0008,37,1200,0.39999999999999897,0.15166666666666667,0.3481203007518797,0.5049624060150376
0.0008,37,1400,0.379999999999999,0.15040100250626567,0.34423558897243106,0.4936340852130326
0.0008,37,1600,0.379999999999999,0.1513032581453634,0.3491353383458647,0.5039974937343359
0.0008,37,1800,0.379999999999999,0.15419799498746867,0.34901002506265666,0.49974937343358394
0.0008,37,2000,0.3599999999999991,0.15322055137844612,0.33734335839599,0.4926691729323308
0.0008,37,2200,0.39999999999999897,0.1524185463659148,0.3494862155388471,0.5019423558897244
0.0008,37,2400,0.379999999999999,0.18111528822055137,0.3724436090225564,0.5264035087719299
0.0008,37,2600,0.3599999999999991,0.14751879699248122,0.3404761904761905,0.4951127819548872
0.0008,37,2800,0.379999999999999,0.172468671679198,0.3783082706766917,0.5145864661654135
0.0008,37,3000,0.3199999999999992,0.1637593984962406,0.3530701754385965,0.5029573934837093
0.0008,37,3200,0.3199999999999992,0.17547619047619048,0.374937343358396,0.5128696741854637
0.0008,37,3400,0.33999999999999914,0.1774436090225564,0.37890977443609025,0.518483709273183
0.0008,37,3600,0.3599999999999991,0.17461152882205513,0.3706265664160401,0.5089974937343359
0.0008,37,3800,0.379999999999999,0.16411027568922307,0.35154135338345865,0.5088972431077694
0.0008,37,4000,0.379999999999999,0.17462406015037593,0.3559022556390977,0.5136215538847118
0.0008,37,4200,0.379999999999999,0.14646616541353383,0.34191729323308273,0.49855889724310776
0.0008,37,4400,0.379999999999999,0.1674310776942356,0.3475062656641604,0.5094862155388471
0.0008,37,4600,0.379999999999999,0.15032581453634086,0.34344611528822055,0.49895989974937344
0.0008,37,4800,0.379999999999999,0.14486215538847116,0.3331704260651629,0.48486215538847116
0.0008,37,5000,0.39999999999999897,0.147468671679198,0.3443984962406015,0.5036340852130325
0.0008,37,5200,0.3599999999999991,0.1493734335839599,0.34402255639097745,0.49700501253132834
0.0008,37,5400,0.379999999999999,0.14973684210526317,0.3393734335839599,0.49354636591478696
0.0008,37,5600,0.39999999999999897,0.15411027568922306,0.3544862155388471,0.5055889724310777
0.0008,37,5800,0.39999999999999897,0.17802005012531327,0.3706892230576441,0.5263909774436091
0.0008,37,6000,0.379999999999999,0.15286967418546366,0.3486967418546366,0.5024812030075188
0.0008,37,6200,0.379999999999999,0.18210526315789474,0.3877318295739348,0.520438596491228
0.0008,37,6400,0.379999999999999,0.1642481203007519,0.35368421052631577,0.5097368421052632
0.0008,37,6600,0.3199999999999992,0.1775814536340852,0.3780451127819549,0.5178070175438596
0.0008,37,6800,0.2799999999999993,0.17845864661654134,0.38090225563909774,0.5140726817042607
0.0008,37,7000,0.3599999999999991,0.17424812030075187,0.3687719298245614,0.5042606516290726
0.0008,37,7200,0.33999999999999914,0.1700250626566416,0.3591729323308271,0.5166165413533834
0.0008,37,7400,0.39999999999999897,0.17617794486215538,0.35709273182957396,0.5112155388471178
0.0008,37,7600,0.379999999999999,0.14966165413533836,0.3433458646616541,0.4999874686716792
0.0008,37,7800,0.379999999999999,0.17220551378446114,0.35517543859649126,0.5183082706766917
0.0008,37,8000,0.379999999999999,0.15204260651629073,0.34979949874686717,0.5041979949874686
0.0008,37,8200,0.39999999999999897,0.15428571428571428,0.3445363408521303,0.498483709273183
0.0008,37,8400,0.41999999999999893,0.14743107769423558,0.3406516290726817,0.49525062656641605
0.0008,37,8600,0.39999999999999897,0.14959899749373434,0.34733082706766916,0.501203007518797
