drift_rate,perm_entropy,recurrence_rate,echo_mean
0.0,0.23185670036841588,0.5,5.0810561538037386e-05
0.0001,0.23284886191182758,0.5,0.00010078841528485954
0.0002,0.2323257332933305,0.5,0.00015774510790230522
0.0004,0.23599453505433568,0.5,0.00028691443878590636
0.0008,0.24072253175059352,0.5,0.00030935131981709574
